% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.124201902e+002 +4.503301902e+002 +4.503301902e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
8 0 +8.756335132e+002 +4.135435132e+002 +4.135435132e+002 -2.7838e+000 +3.9308e-001 -2.6025e+000 +7.6287e-003 -4.9284e+000 +1.4753e+000 +1.1134e+000 +2.6335e+000 -1.3758e+000 -1.1074e+000 -5.7177e-001 -4.8646e+000 +3.2936e+000 -3.3910e+000 +6.7463e-001 -3.2272e-001 -4.2397e+000 +8.7205e-002 -7.4415e-001 +3.4994e+000
51 0 +6.008984656e+002 +1.388084656e+002 +1.388084656e+002 -1.0872e+000 +3.1136e+000 +6.6023e-001 +2.6727e+000 -3.5959e-001 +2.2446e+000 -1.7512e+000 +9.5222e-001 +1.7098e-001 -1.9157e+000 +1.4460e+000 -3.5843e+000 +1.5425e+000 -2.3824e+000 -3.4270e+000 -3.9543e-001 -3.3165e-001 +3.1511e+000 -2.4492e+000 +2.4901e+000
79 0 +4.472707298e+002 -1.481927021e+001 -1.481927021e+001 +3.0464e+000 -2.1092e+000 +3.4736e-001 -4.5565e+000 +1.1427e+000 +4.4127e-001 -1.3976e+000 +3.4075e+000 +2.2214e+000 +3.0969e+000 -3.7853e+000 -4.9867e+000 +2.9983e-001 -4.1134e+000 -2.2079e+000 -4.9021e+000 -8.0260e-001 +3.5996e+000 -1.9046e+000 +6.1217e-001
208 0 +3.851061011e+002 -7.698389886e+001 -7.698389886e+001 +6.3746e-001 -1.4317e+000 -3.5351e-001 -1.8766e+000 -1.2489e+000 +1.0716e+000 +3.6826e-001 +2.1055e+000 +1.7933e-001 +1.5110e+000 -2.2299e+000 -4.7238e+000 +1.2254e+000 -3.7815e+000 -1.6802e+000 -2.9687e+000 -2.1507e+000 +2.7732e+000 -6.1518e-001 +1.4179e+000
309 0 +3.756545613e+002 -8.643543865e+001 -8.643543865e+001 +1.2518e+000 -2.5388e+000 -5.7828e-001 -3.2496e+000 -1.1937e+000 +3.8237e-001 -3.5615e-001 +3.8392e+000 +9.1834e-001 +1.0066e+000 -2.6983e+000 -4.7834e+000 +1.3832e+000 -4.5963e+000 -4.7476e-001 -3.7124e+000 -2.1649e+000 +3.6852e+000 -9.5194e-001 +1.7562e+000
347 0 +3.677784744e+002 -9.431152561e+001 -9.431152561e+001 +2.6944e+000 -1.7711e+000 +1.2394e+000 -3.9286e+000 +1.1815e+000 +9.4825e-001 -2.4400e-001 +2.8556e+000 +1.6466e+000 +1.5611e+000 -3.8252e+000 -6.1565e+000 -9.4161e-001 -3.0819e+000 -2.3374e+000 -5.8121e+000 -3.8430e-001 +2.5351e+000 -2.5264e+000 +8.1261e-001
360 0 +3.590744942e+002 -1.030155058e+002 -1.030155058e+002 +9.6255e-002 -9.8590e-001 +1.6544e+000 +2.4252e-001 -4.9590e-001 +3.6563e-001 +1.6689e+000 +3.2739e+000 +1.0157e+000 +1.2499e-001 -5.6498e+000 -5.3309e+000 +1.2152e+000 -3.5610e+000 -1.7396e-001 -4.2033e+000 -2.9526e+000 +2.5020e+000 -2.7600e+000 +1.4993e+000
399 0 +2.888481880e+002 -1.732418120e+002 -1.732418120e+002 +4.5826e-001 +1.3194e-001 -2.0333e+000 +7.0481e-001 -1.0018e+000 +2.8677e+000 +1.9769e+000 -1.2430e+000 +3.6352e-002 +8.4303e-001 -3.0913e+000 -4.7847e+000 -7.4749e-001 -3.6515e+000 -4.3682e-001 -2.3117e+000 +3.5146e-001 +2.7091e+000 -1.3666e+000 +1.1230e+000
676 0 +2.665801131e+002 -1.955098869e+002 -1.955098869e+002 +1.6812e+000 -1.2969e+000 -6.9381e-001 -1.8486e+000 -1.3560e+000 +3.0411e+000 +2.5412e+000 +6.3288e-001 +1.0631e+000 +1.9034e+000 -5.4574e+000 -5.6907e+000 -2.8710e-001 -3.9483e+000 -1.7775e+000 -4.6304e+000 +8.3384e-002 +3.0943e+000 -2.2073e+000 +1.9204e+000
