% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.210000000000e+000) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.992761284e+002 +3.900661284e+002 +3.900661284e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
2 0 +3.524757947e+002 +3.432657947e+002 +3.432657947e+002 +1.5211e+000 +4.6290e+000 -2.4763e+000 +4.1357e-001 +3.9549e+000 +4.4796e+000 -4.3213e+000 +3.0467e+000 -1.3953e+000 -1.6374e+000 +1.1222e+000 -4.4126e+000 -3.0123e+000 +2.6926e+000 +4.7916e+000 -9.6419e-001 +3.8018e+000 -9.8367e-001 -3.4210e-001 +2.6837e+000
11 0 +3.406078946e+002 +3.313978946e+002 +3.313978946e+002 -4.0536e+000 +3.9646e+000 +2.6485e+000 +1.7390e+000 -4.9893e+000 -3.3867e+000 +4.6146e+000 +2.8185e+000 +1.5632e+000 +1.7518e+000 +4.5676e+000 -3.3485e+000 +8.7601e-001 -2.0423e+000 -4.7344e+000 -1.9911e+000 +1.7605e+000 +4.6267e+000 +6.7549e-001 -3.6451e+000
19 0 +3.223348875e+002 +3.131248875e+002 +3.131248875e+002 -2.5968e+000 -4.0721e+000 -3.0230e+000 +6.5940e-001 -1.4637e+000 -2.6482e+000 +4.2376e+000 -5.6205e-001 +2.7070e+000 -2.7298e+000 -4.9619e+000 +4.5624e+000 +3.9763e+000 -1.6369e+000 -5.2636e-001 -7.8286e-001 +4.8162e+000 +1.2337e+000 -2.7470e+000 -1.6873e+000
20 0 +2.886387995e+002 +2.794287995e+002 +2.794287995e+002 +7.2182e-001 +2.8714e+000 -7.9223e-001 +8.5986e-001 -2.8372e+000 +2.5476e-001 -2.9481e+000 +2.9026e+000 -2.2380e+000 +4.8917e+000 -1.3573e-001 +3.2330e-001 +1.9338e+000 +4.5059e+000 -3.4317e+000 -2.2409e+000 +2.1059e+000 +2.1292e+000 -4.7930e+000 -1.4464e+000
34 0 +2.560726406e+002 +2.468626406e+002 +2.468626406e+002 -2.8054e+000 -1.3226e+000 +2.3371e+000 -2.2284e+000 +1.7512e+000 +2.9297e+000 -1.4220e+000 +4.2021e+000 +3.6579e+000 +7.0934e-001 -2.8014e+000 -3.9320e+000 +2.0970e+000 +3.7185e+000 -1.4894e+000 -3.2173e+000 +1.1734e+000 -1.9126e+000 -2.3061e+000 +3.8005e+000
106 0 +2.418640058e+002 +2.326540058e+002 +2.326540058e+002 +9.3937e-002 +3.8444e+000 -2.7604e+000 +1.0016e+000 +4.2242e+000 -3.7228e+000 -3.2207e+000 +1.8359e-001 +4.5581e+000 +8.6853e-001 -5.7560e+000 -2.5411e+000 -1.5650e+000 +2.0000e-001 +2.1644e+000 -5.2573e+000 +2.6752e+000 +4.3787e+000 -2.5843e+000 +5.0000e+000
107 0 +2.045471178e+002 +1.953371178e+002 +1.953371178e+002 -2.5302e+000 -6.6664e+000 +7.4039e+000 -9.6480e+000 +4.0572e+000 +7.9404e+000 +2.4062e+000 +4.9992e+000 +5.9817e+000 +4.0640e+000 -6.0494e+000 -1.1260e+001 +6.4497e+000 +9.0715e+000 -9.9466e-001 -1.1924e+001 +1.7466e+000 -4.0798e+000 -8.4500e+000 +5.0000e+000
110 0 +1.994460278e+002 +1.902360278e+002 +1.902360278e+002 -5.1675e+000 -2.9848e+000 +1.7405e+000 -5.0221e+000 -2.9923e+000 +6.0163e+000 -4.5181e+000 +7.0432e+000 +4.6358e+000 +4.0097e+000 -6.2450e+000 -6.4285e+000 +4.3060e+000 +2.8704e+000 +1.7257e+000 -6.3884e+000 +1.7633e+000 +9.3078e-002 -6.3195e+000 +5.0000e+000
112 0 +1.876719589e+002 +1.784619589e+002 +1.784619589e+002 -3.4178e-001 +5.2528e+000 +1.0179e+001 -3.8862e+000 +4.1425e+000 +7.0410e-001 -9.3444e+000 +1.5251e+001 +1.2427e+001 -9.7410e-001 -6.5528e+000 -5.2726e+000 +4.6864e+000 +1.1926e+001 -7.2276e+000 -1.0002e+001 +1.8393e+000 +5.6345e-001 +3.0926e-001 +5.0000e+000
