% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.769510028e+007 +2.769504534e+007 +2.769504534e+007
47 0 +2.003319797e+007 +2.003314303e+007 +2.003314303e+007
81 0 +1.957791928e+007 +1.957786434e+007 +1.957786434e+007
103 0 +1.424048907e+007 +1.424043413e+007 +1.424043413e+007
153 0 +1.285610215e+007 +1.285604721e+007 +1.285604721e+007
159 0 +1.207932870e+007 +1.207927376e+007 +1.207927376e+007
163 0 +1.182882283e+007 +1.182876789e+007 +1.182876789e+007
203 0 +9.274013764e+006 +9.273958824e+006 +9.273958824e+006
207 0 +8.789071480e+006 +8.789016540e+006 +8.789016540e+006
224 0 +8.677102161e+006 +8.677047221e+006 +8.677047221e+006
265 0 +8.400671304e+006 +8.400616364e+006 +8.400616364e+006
315 0 +7.362757857e+006 +7.362702917e+006 +7.362702917e+006
363 0 +6.942350326e+006 +6.942295386e+006 +6.942295386e+006
449 0 +4.778026918e+006 +4.777971978e+006 +4.777971978e+006
517 0 +3.836351610e+006 +3.836296670e+006 +3.836296670e+006
638 0 +3.454968245e+006 +3.454913305e+006 +3.454913305e+006
697 0 +2.867357966e+006 +2.867303026e+006 +2.867303026e+006
733 0 +2.657094094e+006 +2.657039154e+006 +2.657039154e+006
736 0 +2.357255046e+006 +2.357200106e+006 +2.357200106e+006
893 0 +2.339402544e+006 +2.339347604e+006 +2.339347604e+006
895 0 +2.204080221e+006 +2.204025281e+006 +2.204025281e+006
948 0 +1.889393233e+006 +1.889338293e+006 +1.889338293e+006
1004 0 +1.610273542e+006 +1.610218602e+006 +1.610218602e+006
1103 0 +1.466379611e+006 +1.466324671e+006 +1.466324671e+006
1132 0 +1.411556131e+006 +1.411501191e+006 +1.411501191e+006
1291 0 +1.090657586e+006 +1.090602646e+006 +1.090602646e+006
1428 0 +1.043204696e+006 +1.043149756e+006 +1.043149756e+006
1520 0 +9.955564979e+005 +9.955015579e+005 +9.955015579e+005
1646 0 +9.515302634e+005 +9.514753234e+005 +9.514753234e+005
1691 0 +9.149171290e+005 +9.148621890e+005 +9.148621890e+005
