% f evaluations | g evaluations | best noise-free fitness - Fopt (1.238300000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.300000000e+001 +1.368300000e+002 +1.368300000e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000
335 0 +9.105326033e+000 +1.329353260e+002 +1.329353260e+002 -4.2473e-001 -3.2973e-001 -2.9093e-001
474 0 +1.776598549e+000 +1.256065985e+002 +1.256065985e+002 -2.6782e-001 +2.1601e-001 +1.2499e-001
678 0 +1.449679706e+000 +1.252796797e+002 +1.252796797e+002 -3.6531e-001 -8.4578e-002 +1.3001e-001
723 0 +9.312865584e-001 +1.247612866e+002 +1.247612866e+002 -4.5496e-001 -9.9649e-002 +9.4892e-002
745 0 +5.379222726e-001 +1.243679223e+002 +1.243679223e+002 -3.7591e-001 -5.1662e-002 +9.3402e-002
1245 0 +4.758645439e-001 +1.243058645e+002 +1.243058645e+002 -3.2416e-001 +6.0894e-002 +1.4099e-001
1469 0 +4.656119029e-001 +1.242956119e+002 +1.242956119e+002 -3.2299e-001 +5.4354e-002 +1.3816e-001
1630 0 +2.338201947e-001 +1.240638202e+002 +1.240638202e+002 -1.8541e-001 +2.1814e-001 +1.4724e-001
1702 0 +2.165315777e-001 +1.240465316e+002 +1.240465316e+002 -8.8180e-002 +3.0906e-001 +1.7659e-001
1811 0 +1.896812770e-001 +1.240196813e+002 +1.240196813e+002 -1.4062e-001 +2.5738e-001 +1.5532e-001
1828 0 +6.182577921e-002 +1.238918258e+002 +1.238918258e+002 +4.7865e-002 +4.5448e-001 +1.7450e-001
2269 0 +4.819603905e-002 +1.238781960e+002 +1.238781960e+002 +1.7697e-001 +5.8081e-001 +1.7386e-001
2465 0 +3.860181514e-002 +1.238686018e+002 +1.238686018e+002 +1.2749e-001 +5.2907e-001 +1.7102e-001
2553 0 +3.758450094e-002 +1.238675845e+002 +1.238675845e+002 +1.6104e-001 +5.6236e-001 +1.7045e-001
2653 0 +3.673524940e-002 +1.238667352e+002 +1.238667352e+002 +1.3096e-001 +5.3060e-001 +1.7035e-001
2801 0 +2.715706242e-002 +1.238571571e+002 +1.238571571e+002 +1.6006e-001 +5.5215e-001 +1.7067e-001
2816 0 +2.491853269e-002 +1.238549185e+002 +1.238549185e+002 +1.8257e-001 +5.7720e-001 +1.7250e-001
2853 0 +1.952769049e-002 +1.238495277e+002 +1.238495277e+002 +2.1189e-001 +5.9950e-001 +1.7102e-001
2915 0 +1.682256331e-002 +1.238468226e+002 +1.238468226e+002 +2.5443e-001 +6.3972e-001 +1.6380e-001
2922 0 +1.489460449e-002 +1.238448946e+002 +1.238448946e+002 +2.8219e-001 +6.6099e-001 +1.6678e-001
2945 0 +1.379124722e-002 +1.238437912e+002 +1.238437912e+002 +2.3025e-001 +6.1271e-001 +1.6763e-001
2961 0 +8.578475236e-003 +1.238385785e+002 +1.238385785e+002 +2.6118e-001 +6.4104e-001 +1.6514e-001
3022 0 +7.639427350e-003 +1.238376394e+002 +1.238376394e+002 +3.1970e-001 +6.9155e-001 +1.6178e-001
3033 0 +3.635531308e-003 +1.238336355e+002 +1.238336355e+002 +3.4179e-001 +7.0876e-001 +1.5826e-001
3105 0 +1.185370495e-003 +1.238311854e+002 +1.238311854e+002 +3.8587e-001 +7.3950e-001 +1.5167e-001
3222 0 +2.886517376e-004 +1.238302887e+002 +1.238302887e+002 +4.0846e-001 +7.5833e-001 +1.4832e-001
3422 0 +2.230848404e-004 +1.238302231e+002 +1.238302231e+002 +3.8829e-001 +7.4426e-001 +1.5142e-001
3451 0 +1.545317036e-004 +1.238301545e+002 +1.238301545e+002 +4.0806e-001 +7.5839e-001 +1.4833e-001
3722 0 +9.991464367e-005 +1.238300999e+002 +1.238300999e+002 +3.9440e-001 +7.4888e-001 +1.5043e-001
3724 0 +3.092583806e-005 +1.238300309e+002 +1.238300309e+002 +3.9368e-001 +7.4766e-001 +1.5031e-001
3922 0 +2.612988627e-005 +1.238300261e+002 +1.238300261e+002 +3.9766e-001 +7.5066e-001 +1.4978e-001
4194 0 +1.633670237e-006 +1.238300016e+002 +1.238300016e+002 +4.0139e-001 +7.5384e-001 +1.4956e-001
4601 0 +7.488101943e-007 +1.238300007e+002 +1.238300007e+002 +4.0139e-001 +7.5379e-001 +1.4948e-001
4863 0 +5.804701999e-007 +1.238300006e+002 +1.238300006e+002 +4.0141e-001 +7.5380e-001 +1.4951e-001
5063 0 +5.540686487e-007 +1.238300006e+002 +1.238300006e+002 +4.0140e-001 +7.5379e-001 +1.4952e-001
5200 0 +3.687744794e-007 +1.238300004e+002 +1.238300004e+002 +4.0142e-001 +7.5384e-001 +1.4951e-001
5522 0 +3.507770998e-007 +1.238300004e+002 +1.238300004e+002 +4.0144e-001 +7.5383e-001 +1.4950e-001
5694 0 +1.345532468e-007 +1.238300001e+002 +1.238300001e+002 +4.0106e-001 +7.5356e-001 +1.4955e-001
