% f evaluations | g evaluations | best noise-free fitness - Fopt (7.627000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.130412458e+007 +1.130420085e+007 +1.130420085e+007 +0.0000e+000 +0.0000e+000 +0.0000e+000
5 0 +4.509440586e+003 +4.585710586e+003 +4.585710586e+003 +1.9045e+000 -2.5152e+000 -2.5700e+000
71 0 +5.606641107e+002 +6.369341107e+002 +6.369341107e+002 +4.7912e+000 -1.9482e+000 -4.0298e+000
91 0 +1.924547108e+002 +2.687247108e+002 +2.687247108e+002 +2.4615e+000 -1.8343e+000 -3.8286e+000
729 0 +1.047772891e+002 +1.810472891e+002 +1.810472891e+002 +2.4814e+000 -1.2253e+000 -4.7792e+000
1034 0 +4.322249415e+001 +1.194924942e+002 +1.194924942e+002 +1.6908e+000 -1.5400e+000 -4.1679e+000
1131 0 +1.611964965e+001 +9.238964965e+001 +9.238964965e+001 +8.5915e-001 -1.6193e+000 -3.9091e+000
1457 0 +1.465535067e+001 +9.092535067e+001 +9.092535067e+001 +1.4273e+000 -2.8073e+000 -2.1801e+000
1488 0 +1.375343631e+001 +9.002343631e+001 +9.002343631e+001 +8.5078e-001 -1.6193e+000 -3.9132e+000
1622 0 +1.304789756e+001 +8.931789756e+001 +8.931789756e+001 -5.2028e-001 -1.5335e+000 -3.8071e+000
1667 0 +1.158176285e+001 +8.785176285e+001 +8.785176285e+001 +8.9809e-001 -1.7120e+000 -3.7756e+000
1715 0 +1.069789886e+001 +8.696789886e+001 +8.696789886e+001 +9.5044e-001 -1.8204e+000 -3.6169e+000
1867 0 +1.045811843e+001 +8.672811843e+001 +8.672811843e+001 +9.7690e-001 -1.8518e+000 -3.5731e+000
2170 0 +8.995399970e+000 +8.526539997e+001 +8.526539997e+001 +9.9224e-001 -2.0274e+000 -3.3057e+000
2358 0 +8.843177937e+000 +8.511317794e+001 +8.511317794e+001 +1.0562e+000 -2.0621e+000 -3.2619e+000
