% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.288577618e+008 +4.288571407e+008 +4.288571407e+008 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
4 0 +4.107792336e+008 +4.107786125e+008 +4.107786125e+008 -1.9689e-001 +3.3070e+000 -7.1553e-001 -9.3081e-001 +3.8416e+000 -7.2735e-001 -3.6911e-001 +4.8143e+000 -4.9880e+000 +2.8357e+000 -3.8510e+000 -4.4008e+000 +3.6710e+000 +1.8840e-001 +2.2256e+000 -3.7171e+000 -4.1466e+000 +3.4388e+000 -3.1888e-001 -2.4896e+000
11 0 +3.198815147e+008 +3.198808935e+008 +3.198808935e+008 -2.0377e+000 +4.9085e+000 -1.2115e+000 +4.7487e+000 -4.7090e+000 -6.5786e-002 +4.1588e-001 +3.2398e+000 +1.2677e+000 +4.2268e+000 -5.8086e-001 -1.4190e+000 -2.8490e+000 +3.6825e+000 -1.7453e+000 -1.1834e+000 -6.8868e-002 +1.0290e+000 +1.7389e+000 -1.4639e+000
172 0 +2.539074929e+008 +2.539068718e+008 +2.539068718e+008 -4.3085e+000 +7.6535e+000 +2.0424e-001 +6.4633e+000 -4.6038e+000 -6.8700e-001 +4.5575e+000 +5.9661e+000 +2.8319e+000 +3.6551e+000 +4.3114e+000 +4.1716e+000 -5.6871e-001 +3.7070e+000 -2.2932e+000 -4.3252e+000 -5.0857e+000 +1.7161e+000 +5.1556e+000 -2.8098e+000
207 0 +1.494310696e+008 +1.494304484e+008 +1.494304484e+008 -2.4715e+000 +4.5915e+000 +8.5666e-001 -1.9047e-002 +1.0649e+000 -2.3381e+000 -1.3706e+000 +4.4146e+000 +3.9539e+000 +4.4303e+000 -9.0548e-001 +2.7402e+000 +1.5019e+000 +2.2268e+000 +1.0261e+000 -3.9964e+000 -1.4272e+000 -8.2091e-001 +5.2817e+000 +1.3379e+000
299 0 +1.096521413e+008 +1.096515201e+008 +1.096515201e+008 -1.3611e+000 +5.2402e+000 +2.7833e-001 +3.4770e+000 -2.7059e+000 -1.9608e+000 +2.1414e+000 +1.7228e+000 +2.0672e+000 +3.8532e+000 +2.2136e+000 +1.5526e+000 -1.6062e+000 +3.4171e+000 +5.8761e-001 -2.5309e+000 -1.3788e+000 +1.9157e+000 +5.3274e+000 -1.4829e+000
307 0 +9.205511035e+007 +9.205448924e+007 +9.205448924e+007 -1.5682e+000 +4.4833e+000 +2.0934e+000 +3.5121e+000 -3.4929e+000 -3.4657e+000 +2.9414e+000 +2.3181e+000 +2.0856e+000 +2.4029e+000 +1.3653e+000 +2.0349e+000 +6.3499e-001 +5.5171e+000 -5.2263e-001 -1.7076e+000 -2.0263e+000 +3.4624e+000 +3.6903e+000 -9.4447e-001
403 0 +8.473741942e+007 +8.473679831e+007 +8.473679831e+007 -9.8529e-001 +5.2638e+000 +1.0747e+000 +2.9826e+000 -3.2140e+000 -1.9088e+000 +2.5465e+000 +2.0879e+000 +1.8909e+000 +3.1264e+000 +2.3724e+000 +1.4543e+000 -9.1430e-001 +3.3386e+000 +4.5283e-001 -2.1248e+000 -1.5206e+000 +2.0982e+000 +4.6931e+000 -1.1282e+000
425 0 +7.167809590e+007 +7.167747479e+007 +7.167747479e+007 -3.9031e-001 +5.6218e+000 +9.2289e-001 +3.3569e+000 -1.0359e+000 -3.6410e+000 +2.5466e+000 +1.3286e+000 +2.5531e+000 +1.3752e+000 +1.7642e+000 +4.1488e+000 +8.1166e-001 +3.6556e+000 +2.0230e+000 -4.1806e+000 -1.9397e+000 +1.0686e+000 +6.0309e+000 +2.4118e-001
525 0 +6.612267147e+007 +6.612205036e+007 +6.612205036e+007 +2.3785e-001 +3.4833e+000 +1.6738e+000 +1.8720e+000 +1.6738e-001 -4.8388e+000 +2.2591e+000 +3.9941e-001 +1.7298e+000 +4.3625e-001 +1.3562e+000 +4.0521e+000 +1.5753e+000 +3.4867e+000 +2.4928e+000 -3.6474e+000 -9.4684e-001 +1.3396e+000 +4.7701e+000 +1.1524e+000
