% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.445170813e+003 +1.538110813e+003 +1.538110813e+003
208 0 +1.018835731e+003 +1.111775731e+003 +1.111775731e+003
252 0 +7.620499738e+002 +8.549899738e+002 +8.549899738e+002
428 0 +5.623666762e+002 +6.553066762e+002 +6.553066762e+002
514 0 +5.186710527e+002 +6.116110527e+002 +6.116110527e+002
554 0 +4.901423881e+002 +5.830823881e+002 +5.830823881e+002
628 0 +4.411369733e+002 +5.340769733e+002 +5.340769733e+002
688 0 +4.291197619e+002 +5.220597619e+002 +5.220597619e+002
752 0 +4.159349662e+002 +5.088749662e+002 +5.088749662e+002
793 0 +3.648664511e+002 +4.578064511e+002 +4.578064511e+002
804 0 +3.620429345e+002 +4.549829345e+002 +4.549829345e+002
926 0 +3.396611173e+002 +4.326011173e+002 +4.326011173e+002
983 0 +3.307267214e+002 +4.236667214e+002 +4.236667214e+002
997 0 +3.021681091e+002 +3.951081091e+002 +3.951081091e+002
1018 0 +3.000817526e+002 +3.930217526e+002 +3.930217526e+002
1019 0 +2.948277970e+002 +3.877677970e+002 +3.877677970e+002
1030 0 +2.838243596e+002 +3.767643596e+002 +3.767643596e+002
1216 0 +2.817012689e+002 +3.746412689e+002 +3.746412689e+002
1376 0 +2.748095076e+002 +3.677495076e+002 +3.677495076e+002
1388 0 +2.684573379e+002 +3.613973379e+002 +3.613973379e+002
1468 0 +2.605221611e+002 +3.534621611e+002 +3.534621611e+002
1556 0 +2.530500984e+002 +3.459900984e+002 +3.459900984e+002
1837 0 +2.511487101e+002 +3.440887101e+002 +3.440887101e+002
2425 0 +2.452104985e+002 +3.381504985e+002 +3.381504985e+002
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.535000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.071631794e+003 +2.106981794e+003 +2.106981794e+003
218 0 +1.753090465e+003 +1.788440465e+003 +1.788440465e+003
308 0 +1.733171220e+003 +1.768521220e+003 +1.768521220e+003
342 0 +1.376654228e+003 +1.412004228e+003 +1.412004228e+003
402 0 +1.322864674e+003 +1.358214674e+003 +1.358214674e+003
407 0 +1.297988625e+003 +1.333338625e+003 +1.333338625e+003
417 0 +1.139092402e+003 +1.174442402e+003 +1.174442402e+003
510 0 +1.058964805e+003 +1.094314805e+003 +1.094314805e+003
644 0 +9.996715055e+002 +1.035021506e+003 +1.035021506e+003
717 0 +8.450775908e+002 +8.804275908e+002 +8.804275908e+002
770 0 +7.322826016e+002 +7.676326016e+002 +7.676326016e+002
904 0 +6.382360256e+002 +6.735860256e+002 +6.735860256e+002
1003 0 +6.158719370e+002 +6.512219370e+002 +6.512219370e+002
1006 0 +5.858126042e+002 +6.211626042e+002 +6.211626042e+002
1042 0 +5.717061639e+002 +6.070561639e+002 +6.070561639e+002
1132 0 +5.493033580e+002 +5.846533580e+002 +5.846533580e+002
1259 0 +5.353763482e+002 +5.707263482e+002 +5.707263482e+002
1309 0 +5.211769469e+002 +5.565269469e+002 +5.565269469e+002
1381 0 +5.037829729e+002 +5.391329729e+002 +5.391329729e+002
1460 0 +4.955590924e+002 +5.309090924e+002 +5.309090924e+002
1537 0 +4.891064584e+002 +5.244564584e+002 +5.244564584e+002
1577 0 +4.750485551e+002 +5.103985551e+002 +5.103985551e+002
1721 0 +4.591148038e+002 +4.944648038e+002 +4.944648038e+002
1810 0 +4.564703602e+002 +4.918203602e+002 +4.918203602e+002
1901 0 +4.443311076e+002 +4.796811076e+002 +4.796811076e+002
1954 0 +4.236969823e+002 +4.590469823e+002 +4.590469823e+002
2795 0 +4.129579746e+002 +4.483079746e+002 +4.483079746e+002
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.820000000000e+000) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.397016808e+003 +1.400836808e+003 +1.400836808e+003
202 0 +1.187995945e+003 +1.191815945e+003 +1.191815945e+003
266 0 +1.170429874e+003 +1.174249874e+003 +1.174249874e+003
281 0 +1.119594976e+003 +1.123414976e+003 +1.123414976e+003
295 0 +9.271287159e+002 +9.309487159e+002 +9.309487159e+002
320 0 +8.998063481e+002 +9.036263481e+002 +9.036263481e+002
328 0 +8.029503312e+002 +8.067703312e+002 +8.067703312e+002
378 0 +6.859154580e+002 +6.897354580e+002 +6.897354580e+002
439 0 +6.426338348e+002 +6.464538348e+002 +6.464538348e+002
441 0 +5.746673901e+002 +5.784873901e+002 +5.784873901e+002
538 0 +5.051307102e+002 +5.089507102e+002 +5.089507102e+002
639 0 +4.630300403e+002 +4.668500403e+002 +4.668500403e+002
720 0 +3.937814199e+002 +3.976014199e+002 +3.976014199e+002
870 0 +3.819804472e+002 +3.858004472e+002 +3.858004472e+002
876 0 +3.698468844e+002 +3.736668844e+002 +3.736668844e+002
1088 0 +3.614072424e+002 +3.652272424e+002 +3.652272424e+002
1129 0 +3.442464633e+002 +3.480664633e+002 +3.480664633e+002
1306 0 +3.370478495e+002 +3.408678495e+002 +3.408678495e+002
1308 0 +3.304326506e+002 +3.342526506e+002 +3.342526506e+002
1415 0 +3.146639242e+002 +3.184839242e+002 +3.184839242e+002
1470 0 +3.049877997e+002 +3.088077997e+002 +3.088077997e+002
1642 0 +3.004818258e+002 +3.043018258e+002 +3.043018258e+002
1797 0 +2.919400321e+002 +2.957600321e+002 +2.957600321e+002
1861 0 +2.812970375e+002 +2.851170375e+002 +2.851170375e+002
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.175000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.746062931e+003 +1.767812931e+003 +1.767812931e+003
177 0 +1.627383140e+003 +1.649133140e+003 +1.649133140e+003
223 0 +1.458289038e+003 +1.480039038e+003 +1.480039038e+003
243 0 +1.286161395e+003 +1.307911395e+003 +1.307911395e+003
257 0 +1.213429474e+003 +1.235179474e+003 +1.235179474e+003
324 0 +1.129878908e+003 +1.151628908e+003 +1.151628908e+003
423 0 +1.099398185e+003 +1.121148185e+003 +1.121148185e+003
493 0 +1.077554727e+003 +1.099304727e+003 +1.099304727e+003
523 0 +1.021156374e+003 +1.042906374e+003 +1.042906374e+003
562 0 +9.917120702e+002 +1.013462070e+003 +1.013462070e+003
569 0 +9.685513866e+002 +9.903013866e+002 +9.903013866e+002
588 0 +9.025413979e+002 +9.242913979e+002 +9.242913979e+002
603 0 +8.562090386e+002 +8.779590386e+002 +8.779590386e+002
656 0 +8.479855136e+002 +8.697355136e+002 +8.697355136e+002
702 0 +8.288993235e+002 +8.506493235e+002 +8.506493235e+002
704 0 +6.682729410e+002 +6.900229410e+002 +6.900229410e+002
823 0 +6.552892275e+002 +6.770392275e+002 +6.770392275e+002
910 0 +6.287097707e+002 +6.504597707e+002 +6.504597707e+002
956 0 +6.032387785e+002 +6.249887785e+002 +6.249887785e+002
1059 0 +5.746490862e+002 +5.963990862e+002 +5.963990862e+002
1107 0 +5.411761864e+002 +5.629261864e+002 +5.629261864e+002
1118 0 +5.352330389e+002 +5.569830389e+002 +5.569830389e+002
1411 0 +5.154440430e+002 +5.371940430e+002 +5.371940430e+002
1653 0 +4.934789647e+002 +5.152289647e+002 +5.152289647e+002
